Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Total Sale,Time of the day,Day of the week
650-98-6268,Cairo,Mandalay,Member,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,2026-04-20 13:53:00,Credit card,62.61,4.761904762,3.1305,62.61,Afternoon,Wednesday
741-73-3559,Cairo,Mandalay,Normal,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,2026-04-20 17:27:00,Cash,336.35,4.761904762,16.8175,336.34999999999997,Afternoon,Wednesday
325-77-6186,Alex,Yangon,Member,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,2026-04-20 10:53:00,Ewallet,906.5,4.761904762,45.325,906.5,Morning,Friday
286-75-7818,Cairo,Mandalay,Normal,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,2026-04-20 19:48:00,Credit card,138.16,4.761904762,6.908,138.16,Evening,Thursday
574-57-9721,Giza,Naypyitaw,Normal,Food and beverages,43.27,2,4.327,90.867,2019-03-08,2026-04-20 16:53:00,Ewallet,86.54,4.761904762,4.327,86.54,Afternoon,Friday
459-50-7686,Alex,Yangon,Normal,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,2026-04-20 19:14:00,Ewallet,140.76,4.761904762,7.038,140.76,Evening,Sunday
616-87-0016,Cairo,Mandalay,Normal,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,2026-04-20 14:36:00,Credit card,668.78,4.761904762,33.439,668.7800000000001,Afternoon,Saturday
837-55-7229,Cairo,Mandalay,Normal,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,2026-04-20 18:19:00,Credit card,47.44,4.761904762,2.372,47.44,Evening,Friday
751-69-0068,Giza,Naypyitaw,Normal,Sports and travel,99.24,9,44.658,937.818,2019-03-19,2026-04-20 19:09:00,Ewallet,893.16,4.761904762,44.658,893.16,Evening,Tuesday
257-73-1380,Giza,Naypyitaw,Member,Sports and travel,82.93,4,16.586,348.306,2019-01-20,2026-04-20 16:51:00,Ewallet,331.72,4.761904762,16.586,331.72,Afternoon,Sunday
345-08-4992,Alex,Yangon,Normal,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,2026-04-20 15:37:00,Credit card,203.94,4.761904762,10.197,203.94,Afternoon,Friday
549-96-4200,Giza,Naypyitaw,Member,Food and beverages,17.04,4,3.408,71.568,2019-03-08,2026-04-20 20:15:00,Ewallet,68.16,4.761904762,3.408,68.16,Evening,Friday
810-60-6344,Giza,Naypyitaw,Normal,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,2026-04-20 14:38:00,Credit card,326.88,4.761904762,16.344,326.88,Afternoon,Thursday
450-28-2866,Giza,Naypyitaw,Member,Food and beverages,17.44,5,4.36,91.56,2019-01-15,2026-04-20 19:25:00,Cash,87.2,4.761904762,4.36,87.2,Evening,Tuesday
394-30-3170,Cairo,Mandalay,Member,Sports and travel,88.43,8,35.372,742.812,2019-03-22,2026-04-20 19:35:00,Credit card,707.44,4.761904762,35.372,707.44,Evening,Friday
138-17-5109,Alex,Yangon,Member,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,2026-04-20 15:42:00,Credit card,802.89,4.761904762,40.1445,802.89,Afternoon,Tuesday
192-98-7397,Giza,Naypyitaw,Normal,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,2026-04-20 14:11:00,Ewallet,12.78,4.761904762,0.639,12.78,Afternoon,Tuesday
301-11-9629,Alex,Yangon,Normal,Sports and travel,19.1,7,6.685,140.385,2019-01-15,2026-04-20 10:43:00,Cash,133.7,4.761904762,6.685,133.70000000000002,Morning,Tuesday
390-80-5128,Cairo,Mandalay,Member,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,2026-04-20 17:58:00,Credit card,19.15,4.761904762,0.9575,19.15,Afternoon,Monday
235-46-8343,Giza,Naypyitaw,Member,Food and beverages,27.66,10,13.83,290.43,2019-02-14,2026-04-20 11:26:00,Credit card,276.6,4.761904762,13.83,276.6,Morning,Thursday
453-12-7053,Giza,Naypyitaw,Normal,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,2026-04-20 17:38:00,Credit card,137.22,4.761904762,6.861,137.22,Afternoon,Sunday
296-11-7041,Cairo,Mandalay,Member,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,2026-04-20 20:07:00,Credit card,27.07,4.761904762,1.3535,27.07,Evening,Saturday
449-27-2918,Cairo,Mandalay,Member,Sports and travel,39.12,1,1.956,41.076,2019-03-26,2026-04-20 11:02:00,Credit card,39.12,4.761904762,1.956,39.12,Morning,Tuesday
891-01-7034,Cairo,Mandalay,Normal,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,2026-04-20 19:07:00,Cash,448.26,4.761904762,22.413,448.26,Evening,Tuesday
744-09-5786,Cairo,Mandalay,Normal,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,2026-04-20 18:50:00,Cash,132.06,4.761904762,6.603,132.06,Evening,Wednesday
727-17-0390,Alex,Yangon,Normal,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,2026-04-20 12:43:00,Ewallet,318.05,4.761904762,15.9025,318.05,Afternoon,Saturday
568-88-3448,Alex,Yangon,Normal,Health and beauty,25.0,1,1.25,26.25,2019-03-03,2026-04-20 15:09:00,Ewallet,25.0,4.761904762,1.25,25.0,Afternoon,Sunday
187-83-5490,Alex,Yangon,Member,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,2026-04-20 13:47:00,Cash,83.08,4.761904762,4.154,83.08,Afternoon,Thursday
767-54-1907,Cairo,Mandalay,Member,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,2026-04-20 16:59:00,Cash,147.8,4.761904762,7.39,147.79999999999998,Afternoon,Wednesday
710-46-4433,Cairo,Mandalay,Member,Food and beverages,77.4,9,34.83,731.43,2019-02-15,2026-04-20 14:15:00,Credit card,696.6,4.761904762,34.83,696.6,Afternoon,Friday
533-33-5337,Cairo,Mandalay,Normal,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,2026-04-20 20:24:00,Cash,793.9,4.761904762,39.695,793.9,Evening,Thursday
325-90-8763,Giza,Naypyitaw,Member,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,2026-04-20 13:58:00,Cash,465.7,4.761904762,23.285,465.7,Afternoon,Sunday
729-46-7422,Giza,Naypyitaw,Normal,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,2026-04-20 16:52:00,Credit card,35.89,4.761904762,1.7945,35.89,Afternoon,Saturday
639-76-1242,Giza,Naypyitaw,Normal,Food and beverages,40.52,5,10.13,212.73,2019-02-03,2026-04-20 15:19:00,Cash,202.6,4.761904762,10.13,202.60000000000002,Afternoon,Sunday
234-03-4040,Cairo,Mandalay,Member,Food and beverages,73.05,10,36.525,767.025,2019-03-03,2026-04-20 12:25:00,Credit card,730.5,4.761904762,36.525,730.5,Afternoon,Sunday
326-71-2155,Giza,Naypyitaw,Normal,Sports and travel,73.95,4,14.79,310.59,2019-02-03,2026-04-20 10:02:00,Cash,295.8,4.761904762,14.79,295.8,Morning,Sunday
320-32-8842,Giza,Naypyitaw,Member,Food and beverages,22.62,1,1.131,23.751,2019-03-17,2026-04-20 18:58:00,Cash,22.62,4.761904762,1.131,22.62,Evening,Sunday
470-32-9057,Alex,Yangon,Member,Food and beverages,51.34,5,12.835,269.535,2019-03-28,2026-04-20 15:31:00,Credit card,256.7,4.761904762,12.835,256.70000000000005,Afternoon,Thursday
878-30-2331,Giza,Naypyitaw,Member,Sports and travel,54.55,10,27.275,572.775,2019-03-02,2026-04-20 11:22:00,Credit card,545.5,4.761904762,27.275,545.5,Morning,Saturday
440-59-5691,Giza,Naypyitaw,Member,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,2026-04-20 13:12:00,Credit card,260.05,4.761904762,13.0025,260.05,Afternoon,Friday
554-53-3790,Cairo,Mandalay,Normal,Sports and travel,37.02,6,11.106,233.226,2019-03-22,2026-04-20 18:33:00,Cash,222.12,4.761904762,11.106,222.12,Evening,Friday
746-19-0921,Giza,Naypyitaw,Normal,Food and beverages,21.58,1,1.079,22.659,2019-02-09,2026-04-20 10:02:00,Ewallet,21.58,4.761904762,1.079,21.58,Morning,Saturday
233-34-0817,Giza,Naypyitaw,Member,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,2026-04-20 11:21:00,Cash,98.84,4.761904762,4.942,98.84,Morning,Friday
767-05-1286,Giza,Naypyitaw,Member,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,2026-04-20 12:10:00,Ewallet,502.62,4.761904762,25.131,502.62,Afternoon,Wednesday
340-21-9136,Alex,Yangon,Member,Sports and travel,40.05,4,8.01,168.21,2019-01-25,2026-04-20 11:40:00,Cash,160.2,4.761904762,8.01,160.2,Morning,Friday
405-31-3305,Alex,Yangon,Member,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,2026-04-20 18:31:00,Credit card,431.3,4.761904762,21.565,431.3,Evening,Saturday
731-59-7531,Cairo,Mandalay,Member,Health and beauty,72.57,8,29.028,609.588,2019-03-30,2026-04-20 17:58:00,Cash,580.56,4.761904762,29.028,580.56,Afternoon,Saturday
676-39-6028,Alex,Yangon,Member,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,2026-04-20 17:04:00,Cash,322.2,4.761904762,16.11,322.2,Afternoon,Saturday
502-05-1910,Alex,Yangon,Normal,Health and beauty,65.18,3,9.777,205.317,2019-02-25,2026-04-20 20:35:00,Credit card,195.54,4.761904762,9.777,195.54000000000002,Evening,Monday
485-30-8700,Alex,Yangon,Normal,Sports and travel,33.26,5,8.315,174.615,2019-03-18,2026-04-20 16:10:00,Credit card,166.3,4.761904762,8.315,166.29999999999998,Afternoon,Monday
598-47-9715,Giza,Naypyitaw,Normal,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,2026-04-20 16:54:00,Ewallet,336.28,4.761904762,16.814,336.28,Afternoon,Thursday
701-69-8742,Cairo,Mandalay,Normal,Sports and travel,34.37,10,17.185,360.885,2019-03-16,2026-04-20 10:11:00,Ewallet,343.7,4.761904762,17.185,343.7,Morning,Saturday
575-67-1508,Alex,Yangon,Normal,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,2026-04-20 11:26:00,Ewallet,38.6,4.761904762,1.93,38.6,Morning,Tuesday
541-08-3113,Giza,Naypyitaw,Normal,Food and beverages,65.97,8,26.388,554.148,2019-02-02,2026-04-20 20:29:00,Cash,527.76,4.761904762,26.388,527.76,Evening,Saturday
246-11-3901,Giza,Naypyitaw,Normal,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,2026-04-20 12:12:00,Cash,328.0,4.761904762,16.4,328.0,Afternoon,Friday
674-15-9296,Alex,Yangon,Normal,Sports and travel,37.14,5,9.285,194.985,2019-01-08,2026-04-20 13:05:00,Ewallet,185.7,4.761904762,9.285,185.7,Afternoon,Tuesday
305-18-3552,Cairo,Mandalay,Member,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,2026-04-20 16:19:00,Cash,603.8,4.761904762,30.19,603.8000000000001,Afternoon,Tuesday
493-65-6248,Giza,Naypyitaw,Member,Sports and travel,36.98,10,18.49,388.29,2019-01-01,2026-04-20 19:48:00,Credit card,369.8,4.761904762,18.49,369.79999999999995,Evening,Tuesday
438-01-4015,Cairo,Mandalay,Member,Sports and travel,49.49,4,9.898,207.858,2019-03-21,2026-04-20 15:25:00,Ewallet,197.96,4.761904762,9.898,197.96,Afternoon,Thursday
709-58-4068,Cairo,Mandalay,Normal,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,2026-04-20 14:42:00,Cash,410.9,4.761904762,20.545,410.90000000000003,Afternoon,Thursday
795-49-7276,Alex,Yangon,Normal,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,2026-04-20 18:59:00,Ewallet,148.6,4.761904762,7.43,148.6,Evening,Saturday
556-72-8512,Giza,Naypyitaw,Normal,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,2026-04-20 20:47:00,Cash,22.96,4.761904762,1.148,22.96,Evening,Wednesday
627-95-3243,Cairo,Mandalay,Member,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,2026-04-20 13:21:00,Ewallet,699.12,4.761904762,34.956,699.1200000000001,Afternoon,Monday
686-41-0932,Cairo,Mandalay,Normal,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,2026-04-20 19:48:00,Ewallet,69.4,4.761904762,3.47,69.4,Evening,Wednesday
510-09-5628,Alex,Yangon,Member,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,2026-04-20 18:20:00,Credit card,196.6,4.761904762,9.83,196.6,Evening,Friday
608-04-3797,Cairo,Mandalay,Member,Health and beauty,25.32,8,10.128,212.688,2019-03-05,2026-04-20 20:24:00,Ewallet,202.56,4.761904762,10.128,202.56,Evening,Tuesday
148-82-2527,Giza,Naypyitaw,Member,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,2026-04-20 13:44:00,Credit card,121.2,4.761904762,6.06,121.19999999999999,Afternoon,Tuesday
437-53-3084,Cairo,Mandalay,Normal,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,2026-04-20 11:48:00,Ewallet,199.78,4.761904762,9.989,199.78,Morning,Tuesday
632-32-4574,Cairo,Mandalay,Normal,Sports and travel,75.92,8,30.368,637.728,2019-03-20,2026-04-20 14:14:00,Cash,607.36,4.761904762,30.368,607.36,Afternoon,Wednesday
556-97-7101,Giza,Naypyitaw,Normal,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,2026-04-20 15:51:00,Cash,126.44,4.761904762,6.322,126.44,Afternoon,Tuesday
862-59-8517,Giza,Naypyitaw,Normal,Food and beverages,90.24,6,27.072,568.512,2019-01-27,2026-04-20 11:17:00,Cash,541.44,4.761904762,27.072,541.4399999999999,Morning,Sunday
401-18-8016,Cairo,Mandalay,Member,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,2026-04-20 17:36:00,Cash,98.13,4.761904762,4.9065,98.13,Afternoon,Monday
420-18-8989,Alex,Yangon,Member,Sports and travel,51.52,8,20.608,432.768,2019-02-02,2026-04-20 15:47:00,Cash,412.16,4.761904762,20.608,412.16,Afternoon,Saturday
277-63-2961,Cairo,Mandalay,Member,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,2026-04-20 15:53:00,Credit card,73.97,4.761904762,3.6985,73.97,Afternoon,Sunday
573-98-8548,Giza,Naypyitaw,Member,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,2026-04-20 12:40:00,Ewallet,31.9,4.761904762,1.595,31.9,Afternoon,Saturday
620-02-2046,Giza,Naypyitaw,Normal,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,2026-04-20 19:48:00,Ewallet,138.8,4.761904762,6.94,138.8,Evening,Sunday
282-35-2475,Cairo,Mandalay,Normal,Sports and travel,93.31,2,9.331,195.951,2019-03-25,2026-04-20 17:53:00,Cash,186.62,4.761904762,9.331,186.62,Afternoon,Monday
511-54-3087,Cairo,Mandalay,Normal,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,2026-04-20 16:36:00,Credit card,88.45,4.761904762,4.4225,88.45,Afternoon,Monday
726-29-6793,Alex,Yangon,Member,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,2026-04-20 20:54:00,Ewallet,193.44,4.761904762,9.672,193.44,Evening,Monday
387-49-4215,Cairo,Mandalay,Member,Sports and travel,48.5,3,7.275,152.775,2019-01-08,2026-04-20 12:50:00,Cash,145.5,4.761904762,7.275,145.5,Afternoon,Tuesday
862-17-9201,Cairo,Mandalay,Normal,Food and beverages,84.05,6,25.215,529.515,2019-01-29,2026-04-20 10:48:00,Credit card,504.3,4.761904762,25.215,504.29999999999995,Morning,Tuesday
291-21-5991,Cairo,Mandalay,Member,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,2026-04-20 14:28:00,Cash,306.45,4.761904762,15.3225,306.45,Afternoon,Friday
602-80-9671,Giza,Naypyitaw,Member,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,2026-04-20 17:15:00,Credit card,95.7,4.761904762,4.785,95.69999999999999,Afternoon,Saturday
347-72-6115,Cairo,Mandalay,Member,Sports and travel,90.74,7,31.759,666.939,2019-01-16,2026-04-20 18:03:00,Credit card,635.18,4.761904762,31.759,635.18,Evening,Wednesday
209-61-0206,Alex,Yangon,Normal,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,2026-04-20 17:29:00,Ewallet,214.55,4.761904762,10.7275,214.54999999999998,Afternoon,Saturday
595-27-4851,Alex,Yangon,Normal,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,2026-04-20 18:05:00,Ewallet,379.96,4.761904762,18.998,379.96000000000004,Evening,Sunday
189-52-0236,Alex,Yangon,Normal,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,2026-04-20 12:07:00,Cash,696.85,4.761904762,34.8425,696.85,Afternoon,Thursday
503-07-0930,Giza,Naypyitaw,Member,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,2026-04-20 19:49:00,Credit card,408.73,4.761904762,20.4365,408.73,Evening,Saturday
413-20-6708,Giza,Naypyitaw,Member,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,2026-04-20 15:52:00,Ewallet,51.47,4.761904762,2.5735,51.47,Afternoon,Monday
425-85-2085,Cairo,Mandalay,Member,Health and beauty,54.86,5,13.715,288.015,2019-03-29,2026-04-20 16:48:00,Ewallet,274.3,4.761904762,13.715,274.3,Afternoon,Friday
521-18-7827,Giza,Naypyitaw,Member,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,2026-04-20 20:46:00,Credit card,196.95,4.761904762,9.8475,196.95,Evening,Tuesday
220-28-1851,Alex,Yangon,Normal,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,2026-04-20 18:14:00,Ewallet,69.46,4.761904762,3.473,69.46,Evening,Friday
600-38-9738,Giza,Naypyitaw,Member,Sports and travel,71.92,5,17.98,377.58,2019-01-17,2026-04-20 15:05:00,Credit card,359.6,4.761904762,17.98,359.6,Afternoon,Thursday
734-91-1155,Cairo,Mandalay,Normal,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,2026-04-20 10:34:00,Credit card,137.13,4.761904762,6.8565,137.13,Morning,Tuesday
451-28-5717,Giza,Naypyitaw,Member,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,2026-04-20 11:23:00,Cash,499.02,4.761904762,24.951,499.02,Morning,Wednesday
609-81-8548,Alex,Yangon,Member,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,2026-04-20 13:55:00,Credit card,224.64,4.761904762,11.232,224.64,Afternoon,Wednesday
133-14-7229,Giza,Naypyitaw,Normal,Health and beauty,62.87,2,6.287,132.027,2019-01-01,2026-04-20 11:43:00,Cash,125.74,4.761904762,6.287,125.74,Morning,Tuesday
534-01-4457,Alex,Yangon,Normal,Food and beverages,81.71,6,24.513,514.773,2019-01-27,2026-04-20 14:36:00,Credit card,490.26,4.761904762,24.513,490.26,Afternoon,Sunday
719-89-8991,Alex,Yangon,Member,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,2026-04-20 16:03:00,Ewallet,457.05,4.761904762,22.8525,457.04999999999995,Afternoon,Monday
286-62-6248,Cairo,Mandalay,Normal,Fashion accessories,39.21,4,7.842,164.682,2019-01-16,2026-04-20 20:03:00,Credit card,156.84,4.761904762,7.842,156.84,Evening,Wednesday
339-38-9982,Cairo,Mandalay,Member,Fashion accessories,59.86,2,5.986,125.706,2019-01-13,2026-04-20 14:55:00,Ewallet,119.72,4.761904762,5.986,119.72,Afternoon,Sunday
827-44-5872,Cairo,Mandalay,Member,Food and beverages,54.36,10,27.18,570.78,2019-02-07,2026-04-20 11:28:00,Credit card,543.6,4.761904762,27.18,543.6,Morning,Thursday
827-77-7633,Alex,Yangon,Normal,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,2026-04-20 19:41:00,Cash,882.81,4.761904762,44.1405,882.8100000000001,Evening,Sunday
287-83-1405,Alex,Yangon,Normal,Health and beauty,25.43,6,7.629,160.209,2019-02-12,2026-04-20 19:01:00,Ewallet,152.58,4.761904762,7.629,152.57999999999998,Evening,Tuesday
435-13-4908,Alex,Yangon,Member,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,2026-04-20 18:04:00,Credit card,693.44,4.761904762,34.672,693.44,Evening,Thursday
857-67-9057,Cairo,Mandalay,Normal,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,2026-04-20 19:20:00,Ewallet,229.5,4.761904762,11.475,229.5,Evening,Wednesday
236-27-1144,Giza,Naypyitaw,Normal,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26,2026-04-20 10:31:00,Ewallet,146.79,4.761904762,7.3395,146.79,Morning,Tuesday
892-05-6689,Alex,Yangon,Normal,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,2026-04-20 13:28:00,Ewallet,141.6,4.761904762,7.08,141.6,Afternoon,Monday
583-41-4548,Giza,Naypyitaw,Normal,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,2026-04-20 11:36:00,Ewallet,116.69,4.761904762,5.8345,116.69000000000001,Morning,Thursday
339-12-4827,Cairo,Mandalay,Member,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,2026-04-20 11:32:00,Credit card,73.96,4.761904762,3.698,73.96,Morning,Saturday
643-38-7867,Alex,Yangon,Normal,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,2026-04-20 11:44:00,Ewallet,97.94,4.761904762,4.897,97.94,Morning,Thursday
308-81-0538,Alex,Yangon,Normal,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,2026-04-20 17:16:00,Credit card,292.2,4.761904762,14.61,292.2,Afternoon,Monday
358-88-9262,Giza,Naypyitaw,Member,Food and beverages,87.48,6,26.244,551.124,2019-02-01,2026-04-20 18:43:00,Ewallet,524.88,4.761904762,26.244,524.88,Evening,Friday
460-35-4390,Alex,Yangon,Normal,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,2026-04-20 11:00:00,Ewallet,92.04,4.761904762,4.602,92.03999999999999,Morning,Tuesday
343-87-0864,Giza,Naypyitaw,Member,Health and beauty,75.88,1,3.794,79.674,2019-01-03,2026-04-20 10:30:00,Credit card,75.88,4.761904762,3.794,75.88,Morning,Thursday
173-50-1108,Cairo,Mandalay,Member,Sports and travel,20.18,4,4.036,84.756,2019-02-13,2026-04-20 12:14:00,Credit card,80.72,4.761904762,4.036,80.72,Afternoon,Wednesday
243-47-2663,Giza,Naypyitaw,Member,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,2026-04-20 16:43:00,Credit card,112.62,4.761904762,5.631,112.62,Afternoon,Monday
841-18-8232,Cairo,Mandalay,Normal,Food and beverages,71.2,1,3.56,74.76,2019-01-05,2026-04-20 20:40:00,Credit card,71.2,4.761904762,3.56,71.2,Evening,Saturday
701-23-5550,Cairo,Mandalay,Member,Home and lifestyle,38.81,4,7.762,163.002,2019-03-19,2026-04-20 13:40:00,Ewallet,155.24,4.761904762,7.762,155.24,Afternoon,Tuesday
647-50-1224,Alex,Yangon,Normal,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,2026-04-20 16:23:00,Ewallet,294.2,4.761904762,14.71,294.20000000000005,Afternoon,Saturday
541-48-8554,Alex,Yangon,Normal,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,2026-04-20 12:08:00,Credit card,548.55,4.761904762,27.4275,548.5500000000001,Afternoon,Monday
539-21-7227,Cairo,Mandalay,Normal,Sports and travel,51.54,5,12.885,270.585,2019-01-26,2026-04-20 17:45:00,Cash,257.7,4.761904762,12.885,257.7,Afternoon,Saturday
213-32-1216,Alex,Yangon,Normal,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,2026-04-20 10:28:00,Cash,396.36,4.761904762,19.818,396.36,Morning,Wednesday
747-58-7183,Cairo,Mandalay,Normal,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,2026-04-20 20:31:00,Ewallet,171.81,4.761904762,8.5905,171.81,Evening,Saturday
582-52-8065,Cairo,Mandalay,Normal,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,2026-04-20 10:49:00,Cash,488.79,4.761904762,24.4395,488.79,Morning,Friday
210-57-1719,Cairo,Mandalay,Normal,Health and beauty,58.24,9,26.208,550.368,2019-02-05,2026-04-20 12:34:00,Cash,524.16,4.761904762,26.208,524.16,Afternoon,Tuesday
399-69-4630,Giza,Naypyitaw,Normal,Electronic accessories,22.21,6,6.663,139.923,2019-03-07,2026-04-20 10:23:00,Credit card,133.26,4.761904762,6.663,133.26,Morning,Thursday
134-75-2619,Alex,Yangon,Member,Electronic accessories,19.32,7,6.762,142.002,2019-03-25,2026-04-20 18:51:00,Cash,135.24,4.761904762,6.762,135.24,Evening,Monday
356-44-8813,Cairo,Mandalay,Normal,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20,2026-04-20 13:45:00,Credit card,112.44,4.761904762,5.622,112.44,Afternoon,Sunday
198-66-9832,Cairo,Mandalay,Member,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,2026-04-20 19:38:00,Cash,144.08,4.761904762,7.204,144.08,Evening,Monday
283-26-5248,Giza,Naypyitaw,Member,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,2026-04-20 20:23:00,Ewallet,985.2,4.761904762,49.26,985.1999999999999,Evening,Wednesday
712-39-0363,Alex,Yangon,Member,Food and beverages,41.66,6,12.498,262.458,2019-01-02,2026-04-20 15:24:00,Ewallet,249.96,4.761904762,12.498,249.95999999999998,Afternoon,Wednesday
218-59-9410,Alex,Yangon,Member,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,2026-04-20 16:54:00,Ewallet,217.26,4.761904762,10.863,217.26,Afternoon,Friday
174-75-0888,Cairo,Mandalay,Normal,Electronic accessories,21.58,9,9.711,203.931,2019-03-14,2026-04-20 12:32:00,Cash,194.22,4.761904762,9.711,194.21999999999997,Afternoon,Thursday
866-99-7614,Giza,Naypyitaw,Normal,Food and beverages,89.2,10,44.6,936.6,2019-02-11,2026-04-20 15:42:00,Credit card,892.0,4.761904762,44.6,892.0,Afternoon,Monday
134-54-4720,Cairo,Mandalay,Normal,Electronic accessories,42.42,8,16.968,356.328,2019-01-30,2026-04-20 13:58:00,Ewallet,339.36,4.761904762,16.968,339.36,Afternoon,Wednesday
760-90-2357,Alex,Yangon,Member,Electronic accessories,74.51,6,22.353,469.413,2019-03-20,2026-04-20 15:08:00,Ewallet,447.06,4.761904762,22.353,447.06000000000006,Afternoon,Wednesday
514-37-2845,Cairo,Mandalay,Normal,Fashion accessories,99.25,2,9.925,208.425,2019-03-20,2026-04-20 13:02:00,Cash,198.5,4.761904762,9.925,198.5,Afternoon,Wednesday
698-98-5964,Alex,Yangon,Normal,Food and beverages,81.21,10,40.605,852.705,2019-01-17,2026-04-20 13:01:00,Credit card,812.1,4.761904762,40.605,812.0999999999999,Afternoon,Thursday
718-57-9773,Giza,Naypyitaw,Normal,Sports and travel,49.33,10,24.665,517.965,2019-02-03,2026-04-20 16:40:00,Credit card,493.3,4.761904762,24.665,493.29999999999995,Afternoon,Sunday
651-88-7328,Alex,Yangon,Normal,Fashion accessories,65.74,9,29.583,621.243,2019-01-01,2026-04-20 13:55:00,Cash,591.66,4.761904762,29.583,591.66,Afternoon,Tuesday
241-11-2261,Cairo,Mandalay,Normal,Fashion accessories,79.86,7,27.951,586.971,2019-01-10,2026-04-20 10:33:00,Credit card,559.02,4.761904762,27.951,559.02,Morning,Thursday
